Subsector,Sector,Public/private split,Organisation size,Tenure Status,Energy management ambition,Measure group,Subsector payback period (years),Subsector elec abatement (GWh/year),Subsector non-elec abatement (GWh/year),Type (automatic SAS variable - ignore),FREQ (automatic SAS variable - ignore),Elec abatement (kWh/year),Non-elec abatement (kWh/year),Capital cost (£)
Uni - Residential,Education,Public,Large,Owned,Passive,Lighting,4.5,33.2,.,0,4,2376607.393,0,"£818,208 "
Uni - Residential,Education,Public,Large,Owned,Passive,Refrigeration,3,1.1,.,0,2,98107.14229,0,"£32,912 "
Uni - Residential,Education,Public,Large,Owned,Passive,Small appliances,11.5,0.4,2.9,0,2,34660.80058,123837.502,"£128,150 "
Uni - Residential,Education,Public,Large,Owned,Passive,Space heating,9.7,6.3,90.9,0,8,2631329.4,685210.69,"£1,290,790 "
Uni - Residential,Education,Public,Large,Owned,Passive,Ventilation,6.4,1.2,.,0,4,42015.74354,0,"£84,228 "
Uni - Residential,Education,Public,Large,Rent,Active,,.,.,.,0,5,.,., .
Uni - Residential,Education,Public,Large,Rent,Active,Air conditioning and cooling,11.7,0.2,.,0,2,47432.35197,0,"£43,954 "
Uni - Residential,Education,Public,Large,Rent,Active,Building fabric,12.3,3.3,65.1,0,18,0,23817357.39,"£12,628,633 "
Uni - Residential,Education,Public,Large,Rent,Active,Building instrumentation and control,3.8,8.3,94.8,0,18,305234.4689,35731133.27,"£4,434,272 "
Uni - Residential,Education,Public,Large,Rent,Active,Building services distribution systems,6.2,2.2,.,0,2,321312.3895,0,"£266,626 "
Uni - Residential,Education,Public,Large,Rent,Active,Carbon and Energy Management,0.7,29.3,86,0,11,3760851.404,20370007.61,"£482,524 "
Uni - Residential,Education,Public,Large,Rent,Active,Hot water,3.8,0.4,52,0,9,0,11379115.21,"£1,382,913 "
Uni - Residential,Education,Public,Large,Rent,Active,Lighting,4.5,33.2,.,0,10,11359668.2,0,"£4,421,817 "
Uni - Residential,Education,Public,Large,Rent,Active,Refrigeration,3,1.1,.,0,2,202626.0778,0,"£65,690 "
Uni - Residential,Education,Public,Large,Rent,Active,Small appliances,11.5,0.4,2.9,0,2,60671.76772,544274.7432,"£423,125 "
Uni - Residential,Education,Public,Large,Rent,Active,Space heating,9.7,6.3,90.9,0,13,0,26417118.86,"£7,296,712 "
Uni - Residential,Education,Public,Large,Rent,Active,Ventilation,6.4,1.2,.,0,4,185836.6388,0,"£114,436 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,,.,.,.,0,1,.,., .
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Building fabric,16.3,41.8,455.1,0,5,116933.2842,0,"£3,341,899 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Building instrumentation and control,6.1,78.4,833.7,0,3,153882.8034,0,"£834,463 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Building services distribution systems,15.8,45.7,.,0,1,341062.134,0,"£1,255,461 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Carbon and Energy Management,3.1,223,377.8,0,6,941612.3327,0,"£2,563,949 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Hot water,22.4,3.7,31.7,0,2,25060.33134,0,"£409,063 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Lighting,4,939.5,.,0,4,3581873.083,0,"£2,842,330 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Small appliances,27.2,8.2,1.3,0,1,18547.46995,0,"£224,011 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Space heating,11.1,45.4,481.3,0,4,60965.51732,0,"£1,643,557 "
Warehouse,Storage,Private,DonTKnow,Rent,Passive,Ventilation,10.6,51.5,2.9,0,2,8102.352207,0,"£803,517 "
Warehouse,Storage,Private,Large,Not Asked,Active,,.,.,.,0,1,.,., .
Warehouse,Storage,Private,Large,Not Asked,Active,Building instrumentation and control,6.1,78.4,833.7,0,2,1907.799686,6449.144654,"£82,031 "
Warehouse,Storage,Private,Large,Not Asked,Active,Carbon and Energy Management,3.1,223,377.8,0,1,25346.83898,128.982893,"£85,919 "
Warehouse,Storage,Private,Large,Not Asked,Active,Hot water,22.4,3.7,31.7,0,1,0,13819.59568,"£25,776 "
Warehouse,Storage,Private,Large,Not Asked,Active,Lighting,4,939.5,.,0,3,4185524.761,0,"£1,524,609 "
Warehouse,Storage,Private,Large,Owned,Active,,.,.,.,0,24,.,., .
Warehouse,Storage,Private,Large,Owned,Active,Air conditioning and cooling,28.8,19.8,.,0,20,6760461.625,0,"£7,843,385 "
Warehouse,Storage,Private,Large,Owned,Active,Building fabric,16.3,41.8,455.1,0,51,1698004.693,31443389.37,"£21,648,349 "
Warehouse,Storage,Private,Large,Owned,Active,Building instrumentation and control,6.1,78.4,833.7,0,52,8627170.462,59217544.4,"£17,378,746 "
Warehouse,Storage,Private,Large,Owned,Active,Building services distribution systems,15.8,45.7,.,0,10,11233079.41,0,"£12,040,904 "
Warehouse,Storage,Private,Large,Owned,Active,Carbon and Energy Management,3.1,223,377.8,0,47,32583579.85,54059046.85,"£7,869,153 "
Warehouse,Storage,Private,Large,Owned,Active,Hot water,22.4,3.7,31.7,0,32,503281.1758,2165331.81,"£1,800,358 "
Warehouse,Storage,Private,Large,Owned,Active,Lighting,4,939.5,.,0,64,178637870.2,0,"£48,600,996 "
Warehouse,Storage,Private,Large,Owned,Active,Refrigeration,5.5,49.4,.,0,1,41956122.69,0,"£23,960,507 "
Warehouse,Storage,Private,Large,Owned,Active,Small appliances,27.2,8.2,1.3,0,10,293458.0087,65340.90042,"£844,084 "
Warehouse,Storage,Private,Large,Owned,Active,Space heating,11.1,45.4,481.3,0,63,6017837.009,44686734.19,"£18,748,864 "
Warehouse,Storage,Private,Large,Owned,Active,Ventilation,10.6,51.5,2.9,0,48,14425160.45,0,"£16,137,653 "
Warehouse,Storage,Private,Large,Owned,None,,.,.,.,0,2,.,., .
Warehouse,Storage,Private,Large,Owned,None,Air conditioning and cooling,28.8,19.8,.,0,3,8746.741323,0,"£127,477 "
Warehouse,Storage,Private,Large,Owned,None,Building fabric,16.3,41.8,455.1,0,9,632959.0169,2734117.027,"£4,599,225 "
Warehouse,Storage,Private,Large,Owned,None,Building instrumentation and control,6.1,78.4,833.7,0,9,723169.518,27511536.4,"£4,161,995 "
Warehouse,Storage,Private,Large,Owned,None,Building services distribution systems,15.8,45.7,.,0,2,250714.974,0,"£2,168,661 "
Warehouse,Storage,Private,Large,Owned,None,Carbon and Energy Management,3.1,223,377.8,0,11,2839328.1,25234118.64,"£2,409,594 "
Warehouse,Storage,Private,Large,Owned,None,Hot water,22.4,3.7,31.7,0,5,99266.24169,288243.5127,"£489,674 "
Warehouse,Storage,Private,Large,Owned,None,Lighting,4,939.5,.,0,9,8987289.83,0,"£3,224,068 "
Warehouse,Storage,Private,Large,Owned,None,Small appliances,27.2,8.2,1.3,0,9,1270256.67,21445.64596,"£3,386,593 "
Warehouse,Storage,Private,Large,Owned,None,Space heating,11.1,45.4,481.3,0,4,115302.7007,6405557.566,"£1,234,885 "
Warehouse,Storage,Private,Large,Owned,None,Ventilation,10.6,51.5,2.9,0,5,274601.3598,0,"£715,504 "
Warehouse,Storage,Private,Large,Owned,Passive,,.,.,.,0,7,.,., .
Warehouse,Storage,Private,Large,Owned,Passive,Air conditioning and cooling,28.8,19.8,.,0,9,483934.1477,0,"£963,494 "
Warehouse,Storage,Private,Large,Owned,Passive,Building fabric,16.3,41.8,455.1,0,25,261412.7488,30826152.55,"£14,762,443 "
Warehouse,Storage,Private,Large,Owned,Passive,Building instrumentation and control,6.1,78.4,833.7,0,15,652077.6657,100638262.4,"£14,452,185 "
Warehouse,Storage,Private,Large,Owned,Passive,Building services distribution systems,15.8,45.7,.,0,5,1353961.083,0,"£8,823,954 "
Warehouse,Storage,Private,Large,Owned,Passive,Carbon and Energy Management,3.1,223,377.8,0,28,15613369.97,33715512.64,"£4,823,760 "
Warehouse,Storage,Private,Large,Owned,Passive,Hot water,22.4,3.7,31.7,0,15,77610.88907,5406957.712,"£827,475 "
Warehouse,Storage,Private,Large,Owned,Passive,Lighting,4,939.5,.,0,23,108866222.6,0,"£53,791,221 "
Warehouse,Storage,Private,Large,Owned,Passive,Small appliances,27.2,8.2,1.3,0,5,35019.75088,161586.5257,"£167,161 "
Warehouse,Storage,Private,Large,Owned,Passive,Space heating,11.1,45.4,481.3,0,17,2020.192594,29852637.64,"£4,087,326 "
Warehouse,Storage,Private,Large,Owned,Passive,Ventilation,10.6,51.5,2.9,0,10,2455130.066,0,"£3,349,665 "
Warehouse,Storage,Private,Large,Rent,Active,,.,.,.,0,38,.,., .
Warehouse,Storage,Private,Large,Rent,Active,Air conditioning and cooling,28.8,19.8,.,0,27,4846614.09,0,"£11,544,200 "
Warehouse,Storage,Private,Large,Rent,Active,Building fabric,16.3,41.8,455.1,0,110,14049172.59,54149282.36,"£60,170,503 "
Warehouse,Storage,Private,Large,Rent,Active,Building instrumentation and control,6.1,78.4,833.7,0,78,10652643.73,63247229.02,"£31,544,226 "
Warehouse,Storage,Private,Large,Rent,Active,Building services distribution systems,15.8,45.7,.,0,19,9333240.644,0,"£26,047,134 "
Warehouse,Storage,Private,Large,Rent,Active,Carbon and Energy Management,3.1,223,377.8,0,93,45883994.92,80148936.21,"£20,603,620 "
Warehouse,Storage,Private,Large,Rent,Active,Hot water,22.4,3.7,31.7,0,60,1288922.769,9390590.943,"£6,470,714 "
Warehouse,Storage,Private,Large,Rent,Active,Lighting,4,939.5,.,0,96,152768472.3,0,"£63,409,873 "
Warehouse,Storage,Private,Large,Rent,Active,Refrigeration,5.5,49.4,.,0,4,5371468.48,0,"£2,575,700 "
Warehouse,Storage,Private,Large,Rent,Active,Small appliances,27.2,8.2,1.3,0,19,182679.5557,515545.4584,"£2,043,613 "
Warehouse,Storage,Private,Large,Rent,Active,Space heating,11.1,45.4,481.3,0,103,14213320.75,52460742.27,"£44,654,886 "
Warehouse,Storage,Private,Large,Rent,Active,Ventilation,10.6,51.5,2.9,0,59,7962097.386,852927.915,"£18,777,372 "
Warehouse,Storage,Private,Large,Rent,None,,.,.,.,0,3,.,., .
Warehouse,Storage,Private,Large,Rent,None,Air conditioning and cooling,28.8,19.8,.,0,2,36805.83054,0,"£244,871 "
Warehouse,Storage,Private,Large,Rent,None,Building fabric,16.3,41.8,455.1,0,8,136324.3183,4196543.5,"£2,960,351 "
Warehouse,Storage,Private,Large,Rent,None,Building instrumentation and control,6.1,78.4,833.7,0,12,704219.2509,7329228.521,"£1,521,904 "
Warehouse,Storage,Private,Large,Rent,None,Building services distribution systems,15.8,45.7,.,0,2,368203.1151,0,"£813,987 "
Warehouse,Storage,Private,Large,Rent,None,Carbon and Energy Management,3.1,223,377.8,0,12,1286421.641,6460163.285,"£1,027,511 "
Warehouse,Storage,Private,Large,Rent,None,Hot water,22.4,3.7,31.7,0,4,78087.28381,0,"£181,951 "
Warehouse,Storage,Private,Large,Rent,None,Lighting,4,939.5,.,0,9,3899765.911,0,"£2,049,876 "
Warehouse,Storage,Private,Large,Rent,None,Small appliances,27.2,8.2,1.3,0,12,1375791.35,0,"£1,831,916 "
Warehouse,Storage,Private,Large,Rent,None,Space heating,11.1,45.4,481.3,0,6,186782.1755,3276471.19,"£1,214,646 "
Warehouse,Storage,Private,Large,Rent,Passive,,.,.,.,0,21,.,., .
Warehouse,Storage,Private,Large,Rent,Passive,Air conditioning and cooling,28.8,19.8,.,0,9,493994.2444,0,"£973,692 "
Warehouse,Storage,Private,Large,Rent,Passive,Building fabric,16.3,41.8,455.1,0,55,4539858.604,33090543.57,"£23,193,756 "
Warehouse,Storage,Private,Large,Rent,Passive,Building instrumentation and control,6.1,78.4,833.7,0,54,21344455.4,30701521.45,"£16,012,467 "
Warehouse,Storage,Private,Large,Rent,Passive,Building services distribution systems,15.8,45.7,.,0,9,3635518.247,0,"£7,154,171 "
Warehouse,Storage,Private,Large,Rent,Passive,Carbon and Energy Management,3.1,223,377.8,0,66,23570872.02,29785754.96,"£11,286,878 "
Warehouse,Storage,Private,Large,Rent,Passive,Hot water,22.4,3.7,31.7,0,30,157351.2154,3523111.386,"£2,288,441 "
Warehouse,Storage,Private,Large,Rent,Passive,Lighting,4,939.5,.,0,51,88272191.62,0,"£31,885,810 "
Warehouse,Storage,Private,Large,Rent,Passive,Small appliances,27.2,8.2,1.3,0,9,66434.66648,91339.16927,"£729,013 "
Warehouse,Storage,Private,Large,Rent,Passive,Space heating,11.1,45.4,481.3,0,50,4460831.981,26038661.56,"£10,280,213 "
Warehouse,Storage,Private,Large,Rent,Passive,Ventilation,10.6,51.5,2.9,0,27,10388980.05,0,"£4,652,663 "
Warehouse,Storage,Private,Medium,Owned,Active,,.,.,.,0,6,.,., .
Warehouse,Storage,Private,Medium,Owned,Active,Air conditioning and cooling,28.8,19.8,.,0,5,1630414.145,0,"£2,660,732 "
Warehouse,Storage,Private,Medium,Owned,Active,Building fabric,16.3,41.8,455.1,0,17,2021175.184,194776876.4,"£143,105,453 "
Warehouse,Storage,Private,Medium,Owned,Active,Building instrumentation and control,6.1,78.4,833.7,0,11,3186360.661,392287200.8,"£25,352,907 "
Warehouse,Storage,Private,Medium,Owned,Active,Building services distribution systems,15.8,45.7,.,0,1,2653098.72,0,"£2,207,847 "
Warehouse,Storage,Private,Medium,Owned,Active,Carbon and Energy Management,3.1,223,377.8,0,4,8431636.61,10990136.41,"£412,017 "
Warehouse,Storage,Private,Medium,Owned,Active,Hot water,22.4,3.7,31.7,0,6,145122.2856,1010209.293,"£206,577 "
Warehouse,Storage,Private,Medium,Owned,Active,Lighting,4,939.5,.,0,15,88338901.71,0,"£55,587,976 "
Warehouse,Storage,Private,Medium,Owned,Active,Small appliances,27.2,8.2,1.3,0,1,24416.90375,59044.40981,"£62,711 "
Warehouse,Storage,Private,Medium,Owned,Active,Space heating,11.1,45.4,481.3,0,13,2108778.575,224471979,"£21,284,007 "
Warehouse,Storage,Private,Medium,Owned,Active,Ventilation,10.6,51.5,2.9,0,8,2575022.001,0,"£1,905,614 "
Warehouse,Storage,Private,Medium,Owned,Passive,,.,.,.,0,8,.,., .
Warehouse,Storage,Private,Medium,Owned,Passive,Air conditioning and cooling,28.8,19.8,.,0,9,679576.9522,0,"£1,214,229 "
Warehouse,Storage,Private,Medium,Owned,Passive,Building fabric,16.3,41.8,455.1,0,20,304704.8007,8139652.733,"£4,957,639 "
Warehouse,Storage,Private,Medium,Owned,Passive,Building instrumentation and control,6.1,78.4,833.7,0,20,2515003.68,11906341.83,"£5,486,254 "
Warehouse,Storage,Private,Medium,Owned,Passive,Building services distribution systems,15.8,45.7,.,0,4,1557973.221,0,"£2,355,294 "
Warehouse,Storage,Private,Medium,Owned,Passive,Carbon and Energy Management,3.1,223,377.8,0,26,10905973.68,8747727.586,"£2,804,726 "
Warehouse,Storage,Private,Medium,Owned,Passive,Hot water,22.4,3.7,31.7,0,13,58686.85701,1184930.875,"£394,580 "
Warehouse,Storage,Private,Medium,Owned,Passive,Lighting,4,939.5,.,0,20,25285216.47,0,"£13,098,114 "
Warehouse,Storage,Private,Medium,Owned,Passive,Small appliances,27.2,8.2,1.3,0,4,36384.99658,74833.28968,"£151,151 "
Warehouse,Storage,Private,Medium,Owned,Passive,Space heating,11.1,45.4,481.3,0,22,2355357.599,9953664.718,"£3,844,869 "
Warehouse,Storage,Private,Medium,Owned,Passive,Ventilation,10.6,51.5,2.9,0,10,797651.0044,0,"£414,508 "
Warehouse,Storage,Private,Medium,Rent,Active,,.,.,.,0,6,.,., .
Warehouse,Storage,Private,Medium,Rent,Active,Air conditioning and cooling,28.8,19.8,.,0,4,406884.6558,0,"£579,782 "
Warehouse,Storage,Private,Medium,Rent,Active,Building fabric,16.3,41.8,455.1,0,13,22750.49514,2872274.213,"£2,292,524 "
Warehouse,Storage,Private,Medium,Rent,Active,Building instrumentation and control,6.1,78.4,833.7,0,5,6379.331542,3258905.263,"£591,547 "
Warehouse,Storage,Private,Medium,Rent,Active,Building services distribution systems,15.8,45.7,.,0,2,169457.9624,0,"£1,061,593 "
Warehouse,Storage,Private,Medium,Rent,Active,Carbon and Energy Management,3.1,223,377.8,0,9,1374164.531,4763881.872,"£629,838 "
Warehouse,Storage,Private,Medium,Rent,Active,Hot water,22.4,3.7,31.7,0,8,10133.60053,914622.4382,"£301,823 "
Warehouse,Storage,Private,Medium,Rent,Active,Lighting,4,939.5,.,0,14,16875069.59,0,"£9,090,235 "
Warehouse,Storage,Private,Medium,Rent,Active,Small appliances,27.2,8.2,1.3,0,2,7461.253585,5905.808688,"£45,480 "
Warehouse,Storage,Private,Medium,Rent,Active,Space heating,11.1,45.4,481.3,0,14,0,6216745.221,"£1,335,652 "
Warehouse,Storage,Private,Medium,Rent,Active,Ventilation,10.6,51.5,2.9,0,15,984660.2816,521366.2427,"£1,534,532 "
Warehouse,Storage,Private,Medium,Rent,None,,.,.,.,0,1,.,., .
Warehouse,Storage,Private,Medium,Rent,None,Building fabric,16.3,41.8,455.1,0,5,3065530.978,0,"£5,328,344 "
Warehouse,Storage,Private,Medium,Rent,None,Building instrumentation and control,6.1,78.4,833.7,0,1,464209.4796,0,"£183,043 "
Warehouse,Storage,Private,Medium,Rent,None,Building services distribution systems,15.8,45.7,.,0,1,233013.6193,0,"£378,620 "
Warehouse,Storage,Private,Medium,Rent,None,Carbon and Energy Management,3.1,223,377.8,0,6,3473418.032,0,"£941,031 "
Warehouse,Storage,Private,Medium,Rent,None,Hot water,22.4,3.7,31.7,0,2,4925.514014,0,"£139,778 "
Warehouse,Storage,Private,Medium,Rent,None,Lighting,4,939.5,.,0,2,1760534.401,0,"£867,332 "
Warehouse,Storage,Private,Medium,Rent,None,Small appliances,27.2,8.2,1.3,0,5,147846.5116,0,"£1,941,685 "
Warehouse,Storage,Private,Medium,Rent,None,Space heating,11.1,45.4,481.3,0,4,1857997.315,0,"£621,426 "
Warehouse,Storage,Private,Medium,Rent,Passive,,.,.,.,0,3,.,., .
Warehouse,Storage,Private,Medium,Rent,Passive,Air conditioning and cooling,28.8,19.8,.,0,1,29514.86025,0,"£653,618 "
Warehouse,Storage,Private,Medium,Rent,Passive,Building fabric,16.3,41.8,455.1,0,6,0,551355.8816,"£1,537,110 "
Warehouse,Storage,Private,Medium,Rent,Passive,Building instrumentation and control,6.1,78.4,833.7,0,11,107499.9058,1292314.237,"£2,160,754 "
Warehouse,Storage,Private,Medium,Rent,Passive,Building services distribution systems,15.8,45.7,.,0,2,328281.8818,0,"£714,444 "
Warehouse,Storage,Private,Medium,Rent,Passive,Carbon and Energy Management,3.1,223,377.8,0,12,1271135.965,811453.3728,"£1,632,663 "
Warehouse,Storage,Private,Medium,Rent,Passive,Hot water,22.4,3.7,31.7,0,6,26017.39487,305414.2174,"£453,236 "
Warehouse,Storage,Private,Medium,Rent,Passive,Lighting,4,939.5,.,0,9,4514064.514,0,"£1,777,170 "
Warehouse,Storage,Private,Medium,Rent,Passive,Small appliances,27.2,8.2,1.3,0,2,20093.95944,23975.12334,"£181,944 "
Warehouse,Storage,Private,Medium,Rent,Passive,Space heating,11.1,45.4,481.3,0,7,0,1300782.428,"£3,151,512 "
Warehouse,Storage,Private,Medium,Rent,Passive,Ventilation,10.6,51.5,2.9,0,5,39183.73795,2026.498503,"£964,785 "
Warehouse,Storage,Private,Micro,Owned,Active,,.,.,.,0,4,.,., .
Warehouse,Storage,Private,Micro,Owned,Active,Air conditioning and cooling,28.8,19.8,.,0,1,232940.3406,0,"£399,086 "
Warehouse,Storage,Private,Micro,Owned,Active,Building fabric,16.3,41.8,455.1,0,6,1146614.245,1052334.412,"£2,352,282 "
Warehouse,Storage,Private,Micro,Owned,Active,Building instrumentation and control,6.1,78.4,833.7,0,6,2090785.916,32834.952,"£2,568,907 "
Warehouse,Storage,Private,Micro,Owned,Active,Building services distribution systems,15.8,45.7,.,0,1,171434.6909,0,"£335,287 "
Warehouse,Storage,Private,Micro,Owned,Active,Carbon and Energy Management,3.1,223,377.8,0,5,1511144.232,24013.60711,"£1,758,174 "
Warehouse,Storage,Private,Micro,Owned,Active,Hot water,22.4,3.7,31.7,0,3,28065.98367,111976.9572,"£410,430 "
Warehouse,Storage,Private,Micro,Owned,Active,Lighting,4,939.5,.,0,10,5222350.389,0,"£4,607,697 "
Warehouse,Storage,Private,Micro,Owned,Active,Small appliances,27.2,8.2,1.3,0,1,1585.928182,6041.631168,"£163,883 "
Warehouse,Storage,Private,Micro,Owned,Active,Space heating,11.1,45.4,481.3,0,4,349056.8137,843893.8077,"£722,773 "
Warehouse,Storage,Private,Micro,Owned,None,,.,.,.,0,9,.,., .
Warehouse,Storage,Private,Micro,Owned,None,Air conditioning and cooling,28.8,19.8,.,0,1,271163.5543,0,"£880,129 "
Warehouse,Storage,Private,Micro,Owned,None,Building fabric,16.3,41.8,455.1,0,28,969827.585,3010135.688,"£6,800,370 "
Warehouse,Storage,Private,Micro,Owned,None,Building instrumentation and control,6.1,78.4,833.7,0,29,1465125.883,4795812.218,"£5,991,247 "
Warehouse,Storage,Private,Micro,Owned,None,Building services distribution systems,15.8,45.7,.,0,6,730411.0934,0,"£2,655,735 "
Warehouse,Storage,Private,Micro,Owned,None,Carbon and Energy Management,3.1,223,377.8,0,37,2922357.982,2631718.043,"£5,753,972 "
Warehouse,Storage,Private,Micro,Owned,None,Hot water,22.4,3.7,31.7,0,15,56428.43984,385228.2642,"£1,440,718 "
Warehouse,Storage,Private,Micro,Owned,None,Lighting,4,939.5,.,0,20,11314990.68,0,"£5,147,276 "
Warehouse,Storage,Private,Micro,Owned,None,Small appliances,27.2,8.2,1.3,0,38,2426679.046,0,"£7,611,803 "
Warehouse,Storage,Private,Micro,Owned,None,Space heating,11.1,45.4,481.3,0,16,161362.0452,5412000.194,"£4,971,211 "
